lga_name,year,facilities_per_10k,avg_distance_km,u5mr_mean,coverage_5km,towers_per_10k,population_density,pop_pct_60min
Dass,2024,-0.6070395,-0.09596477,1.2857978,-0.09460152,0.12635507,-0.07888642,-0.21275437730654845
Enugu North,2024,-0.9264295,-0.72114116,-1.2036656,-0.26093158,-0.3548488,0.14660507,-0.27313024482739884
Buji,2024,0.21544959,-0.17007788,1.0076511,-0.096586905,0.33144364,-0.04132131,0.07395945802943313
Ukanafun,2024,0.5029587,-0.23259582,-1.2562064,-0.15704593,0.26550987,0.12452163,-0.27313024482739884
Agaie,2024,-0.7723112,0.5715536,-1.2220432,0.137741,-0.17037515,-0.14622332,-0.173266843098599
Bagwai,2024,0.22226436,-0.27396157,0.24543823,-0.26177824,0.37063143,0.059808087,-0.27313024482739884
Kajuru,2024,-0.5208483,0.20140128,0.76650804,0.26246247,0.057535507,-0.13249728,0.5486682931815227
Katcha,2024,-1.0525165,0.534345,-0.0016355081,0.12706284,-0.3233816,-0.14619347,0.0029963530760167977
Kafur,2024,-0.24331166,-0.5909611,1.3129098,-0.27364957,0.20691173,-0.06808089,-0.27313024482739884
Wasagu-Danko,2024,-0.059258513,-0.39292702,0.8900902,0.21000169,0.20445932,-0.14376092,0.8745835211732224
Bida,2024,-0.6991454,0.16951554,-0.9109459,-0.2803349,-0.35175374,-0.0102626765,-0.23335656906721775
Kirfi,2024,0.03010518,0.70859385,0.6897806,0.26017666,0.011365888,-0.12513961,0.783304366011368
Dandi,2024,0.5429476,0.60515267,0.94007933,0.22969854,0.019322624,-0.1375745,0.10486274567043709
Bagudu,2024,0.5181583,0.704273,1.2513965,0.29975128,0.14652205,-0.12683196,0.479994320645958
Kankara,2024,-0.40569887,0.36770797,-1.220254,0.030073203,0.33418298,-0.028659647,0.32662244864986406
Itas/Gadau,2024,0.5328065,-0.4783741,-0.7818266,0.11392831,0.19259539,-0.092678234,-0.12204750524915697
Apapa,2024,0.7679288,-0.61987567,-1.2241251,-0.27009788,-0.28337103,0.1586618,0.10457660411820584
Ondo East,2024,0.7116057,0.57236046,-0.9716127,-0.0658218,-0.28139013,-0.006354821,-0.16897471981512605
Warji,2024,-0.2725906,0.12371109,-0.7254782,-0.089592226,0.3239565,-0.035292026,0.3251917408887065
Katagum,2024,0.80157596,0.09651594,-0.5192544,0.11772965,-0.16839632,-0.027140468,0.019878704657676088
Mani,2024,-0.24041367,-0.4358217,-1.2478893,-0.2921218,0.25185078,-0.038503483,-0.16725787050173688
Sanga,2024,-0.96980745,0.28617337,1.2735348,0.085774586,-0.17976649,-0.12124859,0.045059161254050004
Bogoro,2024,-0.5753716,0.2080892,1.2582092,0.06534159,0.12413948,-0.093264386,-0.07712328154880875
Fika,2024,-0.29440293,-0.16912119,1.3324262,0.17105798,0.22972368,-0.1325161,0.8425356673232923
Kuje,2024,-0.010947462,0.13833778,-0.015152199,0.119420454,-0.10738279,-0.10252667,-0.17670054172537694
Sule Tankarkar,2024,0.6727552,0.06720117,1.0804356,0.07397214,0.1481438,-0.09386989,0.6837271058347995
Ibadan North East,2024,0.37167758,-0.7381772,0.547984,-0.24643816,-0.25142214,0.13265535,-0.27313024482739884
Bindawa,2024,-0.65845203,-0.061153494,1.3360275,-0.26801094,0.29342064,0.0060881856,-0.27313024482739884
Ilorin South,2024,-0.2582107,-0.36347938,-1.2673882,-0.13009591,-0.3498395,0.11811438,-0.27313024482739884
Gamawa,2024,0.88474077,0.5291553,0.2053879,0.23214719,0.13252701,-0.10096519,1.0402594799152716
Kafin Hausa,2024,0.96517485,0.5470624,0.1647378,0.0891091,0.19552621,-0.03666967,0.1967141839367548
Ado Odo/Ota,2024,-0.48753226,-0.53803325,-0.5318563,-0.09825558,-0.25086278,0.12806074,-0.2719856786184726
Garko,2024,1.0665474,0.18500869,0.15057962,-0.098858416,0.23471338,0.06881321,-0.27313024482739884
Kubau,2024,0.50258285,0.56428945,1.1802626,0.1611843,0.047703758,-0.09885053,0.23934927521925092
Wukari,2024,-0.7721087,0.5110595,-0.8201265,0.23987919,0.32604998,-0.14317523,0.26681886423347695
Gwarzo,2024,0.8940951,-0.21121076,1.0556886,-0.28977007,-0.0064081107,0.07743729,-0.27313024482739884
Oyigbo,2024,-0.3016656,0.32875845,-0.14670728,-0.27088565,-0.27705318,0.056620322,-0.27313024482739884
Ughelli South,2024,0.68612593,0.54960823,-1.1709303,0.07168475,0.1946051,0.035880443,-0.16439645497942185
Fakai,2024,-0.5891254,0.54264003,-0.31642076,0.11136372,0.23211187,-0.12863323,1.2992175846847962
Kaugama,2024,0.8298383,-0.2752858,-0.30480132,0.11216921,-0.030553816,-0.07281095,0.7855934984292201
Esan Central,2024,0.048120182,-0.035491813,-0.6351678,-0.27402824,-0.15223822,0.05942838,-0.27313024482739884
Goronyo,2024,0.67801577,0.5033555,0.6608509,0.27484137,0.32608664,-0.113922715,0.30888167241151016
Ibarapa East,2024,0.29687354,0.3992029,-1.1938415,0.11261011,-0.1532611,-0.055540994,-0.22963672888820813
Ikpoba-Okha,2024,0.13552178,0.6905433,-0.90160584,0.32916495,-0.35862005,0.1544238,-0.2631152904992959
Awgu,2024,0.38799912,-0.48017168,0.5510012,-0.2757684,-0.33562613,0.06065172,-0.27313024482739884
Olorunsogo,2024,-0.6668603,0.4061998,-0.88722885,0.3192764,0.06367136,-0.15015942,-0.17412526775529358
Kabba/Bunu,2024,-0.33793005,0.76812893,-1.1730257,0.39259782,-0.28425682,-0.1448697,0.06938119319372893
Ningi,2024,0.6414417,0.7050254,1.2608894,0.29192623,0.21777646,-0.10018026,0.9123542060677828
Kurmi,2024,-0.87560016,-0.5039477,-1.1751084,0.4264666,0.34756494,-0.17590745,1.1229543885101805
Bakori,2024,-1.0719543,-0.287864,1.3117965,-0.25230703,-0.10168268,-0.04822755,-0.24909435443995118
Nsit Atai,2024,0.8278632,-0.7265958,1.2314419,-0.29746288,0.05849955,0.077791095,-0.27313024482739884
Kankia,2024,-0.5176939,0.14773414,1.1140171,-0.26407415,0.040321134,-0.055109378,-0.16754401205396854
Gagarawa,2024,0.4798837,0.15298061,1.0393738,-0.10217112,0.15008168,-0.06783554,0.18240710632517887
Giade,2024,0.43555793,0.3114824,0.8831608,-0.075219385,0.27435553,-0.021048492,-0.27313024482739884
Iguegben,2024,-0.47643855,-0.25275743,-1.1899793,-0.050110582,-0.045696855,-0.06610418,-0.27313024482739884
Akure North,2024,-0.4788181,-0.57926553,-1.2306668,0.033874325,-0.3580814,-0.08022937,-0.27255796172293595
Khana,2024,1.0555017,-0.6599789,-1.1958151,-0.19681524,-0.0057480386,0.118500695,-0.2427992402908578
Oruk Anam,2024,0.98859435,-0.20819996,-1.1983775,-0.065834135,-0.0027223034,0.07821706,-0.27313024482739884
Misau,2024,0.7730499,0.1851389,0.8314389,-0.054622166,0.15892524,0.004048396,-0.27313024482739884
Kolokuma/Opokuma,2024,0.46281284,-0.29196507,-0.82589555,0.1159777,-0.17480966,-0.027543668,-0.07140045050417829
Karaye,2024,0.7907241,-0.70231694,0.9132459,-0.13773113,0.34036657,0.05369293,-0.27313024482739884
Sagbama,2024,0.45881078,0.5484877,-0.656752,0.11984637,0.14405797,-0.02966525,0.16666932095244544
Garki,2024,0.8162875,0.31775492,1.1795423,0.106737755,0.2838282,-0.08427423,1.3209643426543916
Mai'Adua,2024,0.07676705,-0.29162237,0.5825799,-0.040941965,0.14201245,0.036158882,0.29657758566555464
Ezza North,2024,-0.44625416,-0.5910766,0.75319594,-0.275796,0.15998301,0.03405367,-0.27313024482739884
Ibi,2024,-0.79867244,0.7470663,-0.45252416,0.3186663,0.36339015,-0.13736221,1.4291258493979055
Omala,2024,-0.7285002,0.59386635,-1.2245692,0.1654022,0.3363308,-0.15752444,-0.04879526787788814
Ile Oluji/Okeigbo,2024,-0.9616331,-0.28840318,1.2069334,-0.15756272,-0.33330402,-0.043384474,-0.27313024482739884
Baure,2024,0.10740581,-0.5129338,0.22989853,-0.16100535,0.2484693,-0.034707926,0.8428218088755238
Dutsin Ma,2024,-0.17442286,-0.10162645,-1.2157933,-0.1755445,0.22981489,-0.014513536,0.16924459492252877
Uhunmwonde,2024,-0.70389616,0.17655694,-1.2342714,0.21373703,-0.36410743,-0.1645104,-0.2596815918725175
Taura,2024,0.753578,-0.021086644,1.120435,-0.091470115,-0.15632348,-0.04242745,0.7106244117445621
Ughelli North,2024,0.646324,-0.08576154,-0.729997,0.1407635,-0.356064,0.11854101,-0.26769355533500006
Orhionmwon,2024,0.43420142,0.35544404,-1.0111579,0.2413326,-0.15942442,-0.17210534,-0.22076634076903098
Soba,2024,0.6250347,0.5384122,1.3126,0.1288985,0.07444563,-0.04768289,-0.05537652357921318
Karasuwa,2024,0.67674744,0.6771403,-1.1801637,0.21184878,0.066402964,-0.1424375,1.4139603471296351
Ondo West,2024,0.79063106,0.15961789,-1.2207782,0.2560675,-0.14592357,0.1180913,-0.22877830423151355
Ika South,2024,0.166522,-0.5206352,-1.2289436,-0.11175362,-0.33539712,0.10007892,-0.27313024482739884
Oye,2024,0.17514735,-0.5381164,-0.95881057,0.13446127,0.24301945,-0.03852358,-0.27313024482739884
Bichi,2024,0.69787586,0.2093156,1.2789613,-0.2839844,0.22555894,0.06038372,-0.27284410327516717
Kwali,2024,0.045472,-0.30165347,1.2460883,0.050528448,-0.2618701,-0.0637686,-0.10602357832419187
Oyo West,2024,-0.9095669,0.19531101,-1.2038994,0.2512441,-0.36525044,0.04234786,-0.2608261580814433
Kusada,2024,-0.67543423,0.18588911,0.78020406,-0.273184,0.13735922,-0.051040802,-0.27313024482739884
Roni,2024,-0.07774879,0.1669852,0.9907856,-0.2593139,0.3286323,-0.005561185,-0.27313024482739884
Toro,2024,-0.53837514,0.38505942,0.7405226,0.25787008,-0.18994156,-0.1389879,0.49887966309323856
Akure South,2024,0.63863724,-0.23223263,-1.238364,-0.27333912,-0.3226053,0.1381257,-0.27313024482739884
Igabi,2024,1.0705284,0.3419584,0.97599596,0.3526372,-0.31294647,-0.04291982,-0.12920104405494495
Okene,2024,0.6933851,-0.24649417,-0.8700485,-0.24457254,-0.09476766,0.17164268,-0.26168458273813794
Onitsha South,2024,-0.73459387,-0.70633113,0.09068888,-0.24558142,-0.30180055,0.15335315,-0.26912426309615756
Agatu,2024,-0.9082534,-0.4120484,0.23481618,-0.043235898,0.18214579,-0.115392566,-0.00015120399852989116
Dala,2024,1.0323789,-0.65414494,0.38925165,-0.28886697,0.09857421,0.15940006,-0.27313024482739884
Anka,2024,-0.38934642,0.58063024,-0.7238206,0.26556626,0.31025204,-0.14683127,0.8459693659500706
Tofa,2024,0.040285233,-0.21322054,0.8781286,-0.2775132,-0.019453002,0.06608524,-0.27313024482739884
Ingawa,2024,-0.1708259,0.100330174,0.6978461,-0.07385145,0.25556317,-0.0065666325,0.061083088179015116
Uvwie,2024,-0.25633848,-0.6834951,-0.75822556,-0.24201544,-0.29987538,0.14828126,-0.26712127223053717
Idanre,2024,-0.87730783,0.07016387,-1.2167513,0.2605777,-0.17420064,-0.16480468,-0.049367550982351474
Okpe,2024,0.88076615,0.38475922,-1.1668687,-0.028086908,-0.15853076,0.055855755,-0.25395876082788704
Anambra West,2024,0.83916086,0.20494705,-0.5438139,0.24301615,0.35069013,0.04253721,0.5108976082869624
Mushin,2024,0.7105224,-0.6753612,-1.2100427,-0.24969088,-0.18265316,0.1660002,-0.27313024482739884
Shagamu,2024,-0.5422263,0.57437086,1.3697962,-0.086758524,-0.3286785,0.111802965,-0.27313024482739884
Biase,2024,-0.26724124,0.638017,1.2289547,0.04034546,0.177478,-0.053539146,0.04877900143305962
Gaya,2024,0.9728359,-0.35594282,1.296588,0.028086044,0.04282825,0.08202782,-0.27313024482739884
Charanchi,2024,-0.77031016,-0.49962214,0.61222965,-0.26681697,0.06777901,-0.036432773,-0.13978828148751127
Etsako Central,2024,-0.28491345,-0.50169986,-1.080594,0.12157246,0.3334536,-0.10602256,-0.11489396644336901
Darazo,2024,0.493053,0.6798559,0.7286846,0.2735517,-0.080115765,-0.1148721,-0.13063175181610245
Ijumu,2024,-0.5721371,-0.55010885,-1.2194923,0.17759462,-0.07574995,-0.17089224,0.13433532555028355
Irepodun,2024,-0.73081756,-0.31137997,-1.2010903,-0.033578534,-0.19878893,-0.056472097,-0.24909435443995118
Egbeda,2024,0.4058234,-0.13998109,-1.2578187,-0.2682438,-0.36243558,0.137079,-0.27313024482739884
Akoko South East,2024,-0.5227027,-0.30076742,-0.9021191,-0.12094771,-0.11972873,0.07963608,-0.27313024482739884
Faskari,2024,0.14311294,0.34265873,0.36639938,0.09425267,-0.054821033,-0.07606952,0.19270820220551352
Makarfi,2024,-0.17205068,-0.0069351755,1.2887617,-0.2707524,-0.19316648,-0.013240996,-0.27313024482739884
Udu,2024,-0.1963626,-0.13893636,-0.93475175,-0.24194671,-0.016560828,0.14894119,-0.2722718201707043
Bunkure,2024,1.009395,-0.29831332,0.9162479,-0.26403984,0.33923352,0.07467206,-0.23564570148506983
Funtua,2024,0.19396411,-0.28193247,0.7224178,-0.26026273,-0.19605537,0.08647135,-0.27313024482739884
Dambatta,2024,0.8158951,0.14989987,0.9510582,-0.29764932,0.15948209,-0.0065287426,-0.27313024482739884
Jakusko,2024,0.7843735,0.6885224,1.2722255,0.2902929,0.30987012,-0.13139534,1.749890529449438
Gwale,2024,1.1058234,-0.6768822,-0.3040242,-0.2343802,-0.18099335,0.15764497,-0.27313024482739884
Babura,2024,0.9964737,0.14524262,1.2499532,0.027729519,0.3123231,-0.019127287,0.023026261732222778
Sapele,2024,0.67916536,0.5776413,-0.5561014,0.20638923,-0.32550034,0.090440944,-0.2213386238734939
Ika North East,2024,0.8058723,-0.24534558,1.16377,0.108874686,-0.31733397,0.088301845,-0.27313024482739884
Surulere,2024,0.2063615,-0.7557351,-1.222079,-0.26140448,-0.31249267,0.16777287,-0.27313024482739884
Garun Malam,2024,0.5931512,-0.21322134,0.94648653,-0.24738847,-0.26293713,0.13241683,-0.27313024482739884
Offa,2024,-1.0728849,-0.53584355,-0.77491194,-0.25002158,-0.16657728,0.1292225,-0.27313024482739884
Shomolu,2024,0.6138358,-0.76351076,0.22279586,-0.24894199,-0.3030949,0.15932192,-0.27313024482739884
Makoda,2024,1.0068284,-0.62971646,0.9094291,-0.2908336,0.1051505,0.09100249,-0.27313024482739884
Rimin Gado,2024,0.50975174,0.06102413,1.0002295,-0.30203113,0.038444046,0.07424561,-0.27313024482739884
Yusufari,2024,0.6655388,0.54198164,0.58555675,0.31051177,0.31999153,-0.13460463,1.9026901183410692
Bassa,2024,-1.1039262,-0.5992387,0.70021015,0.16486786,0.34724143,-0.17383596,0.13805516572929355
Jahun,2024,0.7820517,0.52917093,0.40985844,-0.13333032,0.24930018,-0.049100913,0.19585575928006022
Kurfi,2024,-0.6535758,-0.2836398,-1.2180586,-0.2792197,0.26880515,-0.07734657,0.44680190058710195
Esan West,2024,-0.6076368,0.61717606,-1.210855,0.094897576,-0.3469902,-0.0036836748,-0.27313024482739884
Kaduna North,2024,0.64623326,-0.6928285,0.75992286,-0.26226172,-0.37887153,0.1327611,-0.27313024482739884
Daura,2024,0.9375247,0.33523414,1.1689646,-0.25468534,-0.16316077,0.096436255,-0.268265838439463
Gassol,2024,-0.2768255,0.56626314,0.97725326,0.27929303,0.29763913,-0.14229704,1.1633003473748247
Auyo,2024,0.7335771,0.19576663,1.0301436,-0.08512929,0.14567456,0.06750622,-0.27313024482739884
Wudil,2024,1.0553879,0.20924905,0.94420373,-0.28617132,0.03730002,0.13732989,-0.25338647772342415
Ikara,2024,0.542593,0.5885116,1.2225221,0.03681676,0.00051295647,-0.031304337,-0.25453104393235
Ifedore,2024,-0.38557294,-0.4156683,-1.2046466,-0.11629624,-0.35520852,0.09420939,-0.27313024482739884
Lavun,2024,-0.46105742,0.71605694,0.37741238,0.2074109,-0.03156992,-0.13057785,0.08368827080530486
Dange Shuni,2024,0.9819639,0.16832349,1.2820501,0.31476927,-0.14367332,-0.03007707,-0.22820602112705063
Yewa North,2024,-0.6411872,0.37046573,0.7374918,0.16220245,0.22696768,-0.08622274,-0.20331170608290836
Tsafe,2024,0.55730385,0.53286844,1.101463,0.14424443,0.08956991,-0.065887205,0.31117080482936227
Ekiti,2024,-0.57527906,0.60456586,-1.2011322,0.09616288,0.33250448,-0.091128506,-0.1884323453668695
Zuru,2024,0.051659014,0.5222924,0.50918144,0.0885901,-0.0547385,-0.057021566,-0.019608829550273352
Yagba West,2024,0.03735479,0.71628,-0.058547642,0.31082338,0.3545526,-0.0517733,-0.1180415235179157
Kogi,2024,-1.1102406,0.42191082,0.73834854,0.099946976,-0.28917816,-0.13672957,-0.04364471993772102
Olamaboro,2024,-1.0271447,-0.4537512,-1.2182597,-0.17905295,0.23066376,-0.09439706,-0.25767860100689666
Odigbo,2024,-0.025256392,0.7469688,0.9282472,0.22776452,-0.35442397,-0.043435067,-0.11346325868221149
Agege,2024,0.79268914,-0.77408147,0.37222466,-0.26760852,-0.33484,0.1436419,-0.27313024482739884
Kibiya,2024,0.8005892,-0.546286,0.90874964,-0.07067596,0.33613917,0.06282234,-0.27313024482739884
Isin,2024,-0.78465784,0.5186117,-0.9687451,0.020308737,-0.15319192,-0.10798934,-0.11861380662237862
Sabon Gari,2024,0.9918472,0.26649266,0.8198176,-0.27302653,-0.32103255,0.09344029,-0.27313024482739884
Malam Madori,2024,0.56463486,-0.5085112,-0.26592267,-0.0736291,-0.109869786,-0.06891935,0.45738913801966824
Lokoja,2024,-0.75350666,0.7549411,0.24027617,0.2858449,-0.34780455,-0.124140315,0.02359854483668611
Ede South,2024,-0.557886,-0.26751116,-1.1973081,-0.010761519,-0.17452961,0.079971775,-0.27313024482739884
Giwa,2024,0.4413438,-0.22018515,1.2808455,0.27984065,0.069375604,-0.07986469,-0.09543634089162596
Ikole,2024,0.5337612,0.7085537,-0.3313351,0.19707245,0.21156035,-0.017810298,-0.21618807593332678
Kunchi,2024,0.05373477,0.19061728,0.35336182,-0.26271343,0.34342423,-0.009468825,-0.1915799024414162
Guri,2024,0.875598,0.76198596,-1.1802495,0.22833538,0.23470661,-0.0827306,1.0786024479142953
Maru,2024,0.49079305,0.6825955,0.37702358,0.3228289,0.14926383,-0.13653573,1.1218098223012545
Dukku,2024,-0.23994663,0.33207032,1.189278,0.27278647,0.13199677,-0.13044925,0.4179016038117188
Wamakko,2024,-0.22541076,-0.02226485,-0.7829142,0.16139793,-0.29695717,0.01578843,-0.27313024482739884
Oke Ero,2024,-0.5402117,-0.08380031,-0.90694994,0.25863585,0.31968412,-0.043064237,-0.10516515366749728
Oshodi/Isolo,2024,0.13156602,-0.7416934,-1.1967548,-0.26632243,-0.29250133,0.16279326,-0.27313024482739884
Abadam,2024,0.97609514,0.673095,0.6013816,0.3028407,0.31807584,-0.15904978,0.26767728889017156
Moba,2024,0.63026255,-0.49674973,0.37724552,-0.27369174,0.37448207,0.119362295,-0.27313024482739884
Gwagwalada,2024,0.57223535,-0.1417709,0.7624989,0.10140456,-0.27622065,0.072015405,-0.26654898912607383
Kagarko,2024,0.043102916,0.54109424,1.2307382,0.15668,-0.20755282,-0.11018261,-0.06424691169839032
Abaji,2024,-0.21183048,0.73033243,0.7696398,0.18996003,-0.23971526,-0.021353617,0.01587272292643481
Sardauna,2024,-1.0284731,-0.11715387,-0.56332946,0.27481133,0.27416012,-0.14254268,0.8270840235027904
Shanga,2024,-0.09295964,0.18795507,0.7691155,0.27112815,-0.1655978,-0.13878943,0.8067679732943526
Birnin Gwari,2024,0.5466554,0.6631225,0.5389841,0.30177325,0.32054302,-0.13712074,0.27053870441248656
Ngaski,2024,-0.5127313,0.325653,-0.43131584,0.22920588,-0.1694981,-0.14789304,0.07796543976067441
Chikun,2024,0.4642748,0.7153985,-0.56014955,0.34623614,-0.34665623,-0.10582352,-0.14322198011428922
Yauri,2024,0.412585,-0.38273042,0.9790319,-0.14687818,-0.24789408,0.055242334,-0.16411031342719018
Kauru,2024,0.6554899,-0.56777906,1.063708,0.264841,0.18612716,-0.15912484,1.0265246854081589
Demsa,2024,-0.7511696,0.03900838,-0.34584373,-0.018979965,-0.13942963,-0.10673323,-0.15609834996470762
Umuahia South,2024,-0.25568715,-0.5803973,-1.263248,-0.25977665,-0.30698907,0.10209944,-0.27313024482739884
Obokun,2024,-0.67635036,-0.4575986,-0.93525904,-0.2559409,0.10111905,-0.059229847,-0.27313024482739884
Owerri West,2024,-1.0988657,0.08305669,0.7916254,-0.26512936,-0.32489243,0.07031727,-0.27313024482739884
Nasarawa,2024,-1.115512,0.7042338,-0.7079148,0.3003957,0.3625495,-0.13297118,0.7066184300133208
Idemili South,2024,-0.18955675,-0.11654593,-0.045315538,-0.24090272,-0.24020138,0.17953056,-0.27313024482739884
Aba North,2024,-1.0925038,-0.66127473,-0.7783323,-0.26047093,-0.36516023,0.14384611,-0.27313024482739884
Odeda,2024,-0.4806348,-0.50159854,1.3284138,0.1359512,-0.3567062,-0.16050889,-0.20760382936638092
Ijebu East,2024,-0.77671194,0.65883666,-1.2159698,0.285462,-0.384873,-0.1574219,-0.08484910345905963
Okpokwu,2024,-0.57303447,-0.21345054,0.23523416,-0.046242006,0.032539956,-0.05818729,-0.13921599838304793
Shomgom,2024,-0.70467687,0.2236585,0.60435206,-0.008145514,0.13825278,-0.057112753,0.38299233443947356
Ado-Ekiti,2024,-0.5168129,-0.65474945,-0.9665034,-0.017789312,-0.3260829,0.12904152,-0.27313024482739884
Ahiazu-Mbaise,2024,-0.0033174462,-0.7271431,-0.740337,-0.2545175,0.0734102,0.15006933,-0.27313024482739884
Ankpa,2024,-0.09803206,0.15220386,1.0117012,0.07360329,0.31162488,-0.00428713,-0.2015948567695192
Nkwerre,2024,-0.20963174,-0.55183125,-1.2380303,-0.2534069,0.05813979,0.18451142,-0.27313024482739884
Apa,2024,-1.1738733,-0.30030987,0.22814204,-0.121180944,0.073621824,-0.12028481,-0.009307733669938699
Kwande,2024,-0.7324758,-0.36375028,-0.9061609,0.17688917,0.20344219,-0.118890606,0.23620171814470425
Ikom,2024,-1.0586027,-0.12835073,-0.91733056,0.18212433,-0.32912076,-0.1389243,-0.14923095271115133
Ido-Osi,2024,0.3225936,-0.48608568,-0.24973567,-0.23954247,0.38617513,0.119841225,-0.27313024482739884
Ukwa East,2024,-1.1483992,-0.12434036,-1.2239741,-0.27659494,-0.2153872,-0.054067157,-0.27313024482739884
Ukwa West,2024,-0.8901251,-0.10766194,-0.627309,-0.28702885,-0.28979164,0.08134848,-0.27313024482739884
Nnewi South,2024,-0.3119806,-0.3177334,-1.237315,-0.27002212,0.31108516,0.14667003,-0.27313024482739884
Bende,2024,-0.0033155154,0.34993377,-1.1852252,-0.26032618,-0.20217907,0.03342623,-0.27313024482739884
Okigwe,2024,-0.75254613,-0.296379,0.9851294,-0.255549,-0.27786687,0.07677255,-0.27313024482739884
Jama'Are,2024,-0.07333376,-0.7317226,0.92288023,-0.27463403,-0.02311462,0.014469559,-0.27313024482739884
Kokona,2024,-0.9303231,0.38302007,1.2104205,0.104116075,-0.316761,-0.13177325,0.2075875629215524
Mafa,2024,0.40371412,0.68093276,0.62972015,0.3037667,0.31058422,-0.13256519,-0.23192586130606024
Akko,2024,0.0499582,0.16598028,0.5451016,0.24571407,-0.27110103,-0.04776294,-0.018750404893578765
Ushongo,2024,-0.92985046,-0.4031993,-0.2837624,-0.03248383,0.24652594,-0.058680546,-0.037349605788627636
Ehime-Mbano,2024,-0.904357,-0.44322786,0.254722,-0.2487125,0.19627495,0.117930785,-0.27313024482739884
Ideato South,2024,0.93700886,-0.7292539,0.5106008,-0.2674142,0.26570264,0.14272171,-0.27313024482739884
Ife South,2024,-0.7599467,-0.6295125,-1.2187665,0.2364398,0.0059693377,-0.08381689,-0.20445627229183422
Oyi,2024,-0.31512633,-0.15253119,0.4943309,-0.23781022,-0.3698609,0.10973109,-0.27313024482739884
Ekiti South-West,2024,0.589715,-0.20771632,-1.234046,-0.29705754,0.10190507,0.08232723,-0.27313024482739884
Ayamelum,2024,0.47217798,0.5678331,-0.310744,0.097726926,0.045282383,0.036180396,-0.22935058733597646
Aboh-Mbaise,2024,-0.56800437,-0.61094135,0.9172785,-0.23734486,-0.06410008,0.110150255,-0.27313024482739884
Ilejemeje,2024,-0.526828,0.19191678,-0.6004744,-0.2663134,0.32714766,0.0722323,-0.27313024482739884
Mbatoli,2024,0.026261743,-0.49956536,-0.9313258,-0.24866816,-0.09994429,0.14272913,-0.27313024482739884
Akamkpa,2024,0.3471812,0.69060904,-0.4519917,0.3463465,0.12732433,-0.13901602,-0.020753395759199607
Obi Nwga,2024,-0.86082435,-0.4738628,1.2145169,-0.26901546,-0.2884548,0.08050212,-0.27313024482739884
Logo,2024,-0.09971286,-0.08197218,-0.5449576,0.19959877,0.3282089,-0.09716114,-0.18414022208339656
Guma,2024,-0.7587206,0.49381822,1.3185964,0.11794458,-0.14123847,-0.12836397,0.33434827056011535
Ogoja,2024,-0.93507755,0.59244967,0.5977402,-0.122255564,-0.2900399,-0.03705878,-0.26397371515599044
Ohafia,2024,0.13349897,-0.4800802,-1.1989468,-0.27464768,-0.15767412,0.0626045,-0.26139844118590666
Orumba North,2024,-0.12671407,-0.068292975,0.8784529,-0.2816139,0.08869911,0.064754836,-0.27313024482739884
Ado,2024,0.4832657,0.1853263,0.5133019,0.1317911,0.23322137,-0.03046746,-0.017319697132421253
Toto,2024,-0.78083104,0.61796635,-1.2264532,0.23978955,0.3481111,-0.16856648,0.7097659870878675
Egbedore,2024,-1.1383153,-0.010523428,-0.9821444,-0.29304892,-0.35779852,-0.01793844,-0.27313024482739884
Owerri North,2024,-0.5802523,-0.26179606,1.2775872,-0.24554263,-0.3392486,0.11837722,-0.27313024482739884
Idemili North,2024,0.06319422,-0.24783403,1.2210635,-0.24218917,-0.16797383,0.15946521,-0.27313024482739884
Isiala-Ngwa South,2024,-0.9576778,-0.4704019,1.2974157,-0.25637692,-0.21251705,0.08500523,-0.27313024482739884
Funakaye,2024,0.6529833,0.16030833,1.0784979,0.18160568,0.04196506,-0.025425322,-0.004157185729771169
Katsina-Ala,2024,-0.9042312,0.156493,-0.9040551,0.11516313,0.11760609,-0.1108803,0.10772416119275252
Mokwa,2024,0.015704788,0.7338053,-1.1757003,0.2511379,-0.30399385,-0.15578246,0.12403422966994888
Aba South,2024,0.92610276,-0.6851682,-0.87117654,-0.23368034,-0.1750606,0.16684696,-0.27313024482739884
Edati,2024,-0.5415804,-0.65189564,-0.35468993,-0.13402914,0.06989465,-0.105116114,0.03561649003040994
Odogbolu,2024,-0.74649966,0.584588,0.20130055,-0.120258905,-0.36936137,0.022692215,-0.27313024482739884
Balanga,2024,-0.24589472,0.26730987,0.7571944,0.052870434,0.10505528,-0.058776077,0.4954459644664602
Ijebu North East,2024,-0.31930614,-0.15351577,-1.2109656,-0.27228582,-0.024114462,0.06456256,-0.2711272539617784
Oturkpo,2024,-0.48459405,-0.30114087,1.2769799,0.087655544,-0.21710253,-0.04277745,-0.04049716286317433
Abi,2024,-0.24417911,-0.720174,-1.254467,-0.2751398,0.34893695,0.0997737,-0.2659767060216109
Ideato North,2024,-0.5863516,-0.5495633,-0.3530652,-0.22941536,0.35585418,0.111924425,-0.27313024482739884
Oriade,2024,-0.6787831,0.4018842,-1.2270985,-0.27831018,-0.2769581,0.06220022,-0.27313024482739884
Illela,2024,-0.035515502,0.4970465,-0.029438203,0.10522804,0.33301324,-0.032375887,-0.162393464113801
Nwangele,2024,0.6295279,-0.5422625,-1.2181873,-0.2756832,0.09587043,0.19954921,-0.27313024482739884
Ife East,2024,0.12020561,0.3244547,-1.1610202,-0.2726335,-0.33650133,0.09662355,-0.27313024482739884
