lga_uid,lga_name,state_name,state_lga,area_sq_km,lga_lat,lga_lon,u5mr_mean,u5mr_median,live_births_sum,u5_deaths_sum,facilities_count,facilities_per_10k,avg_distance_km,urban_prop,population,population_density,access_score,towers_count,tower_density_per_km2,avg_dist_to_tower_km,towers_per_10k_pop,coverage_5km,year
18,Warri North,Delta,Delta__Warri North,2231.450937394879,5.859137983909913,5.243753952671853,64.30669070883143,58.82352941176471,0.0,0.0,28,1.328626200508674,3.5570433709917704,0.4852941176470588,210744.0,94.44258731766443,0.8204134366925064,0,0.0,,0.0,81.67556834432399,2013
19,Ese Odo,Ondo,Ondo__Ese Odo,777.0455739218442,6.222951976847433,4.968636653081876,59.79729933763877,54.44444444444444,0.0,0.0,37,1.5451625970424754,4.799985091564283,0.619047619047619,239457.0,308.16339225951856,0.8236434108527131,0,0.0,,0.0,305.84910559481244,2013
20,Jalingo,Taraba,Taraba__Jalingo,271.8811193974078,8.921687,11.329061,55.55555555555555,55.55555555555555,12.20355,0.677975,81,3.847304749283974,0.3360341810553315,1.0,210537.0,774.3715358632855,0.1136950904392764,0,0.0,,0.0,1824.949863868326,2013
21,Burutu,Delta,Delta__Burutu,1821.2753552289407,5.356031,5.545514,74.05405405405405,74.05405405405405,44.004065,3.583937,33,1.0152659073708306,8.103462724413486,0.0,325038.0,178.46724772660284,0.9476744186046512,0,0.0,,0.0,151.77751969524525,2013
22,Girei,Adamawa,Adamawa__Girei,1076.9493912532243,9.366998,12.551611,68.18181818181814,68.18181818181814,21.268456000000008,1.450122,44,2.298490309773808,4.774405028933669,0.0,191430.0,177.75208524630554,0.6931524547803618,0,0.0,,0.0,428.6068349663351,2013
23,Yorro,Taraba,Taraba__Yorro,1213.7019289470263,8.879357,11.597107,52.56410256410258,52.56410256410258,32.67955699999999,1.857883,68,5.008691552989011,2.5188101398343785,0.0,135764.0,111.85942508782615,0.3481912144702842,0,0.0,,0.0,441.22076743763705,2013
24,Ardo-Kola,Taraba,Taraba__Ardo-Kola,2123.2854558223826,8.794115,11.413155,69.76744186046511,69.76744186046511,21.837163,1.523523,73,5.394341114485653,4.191780632060482,0.0,135327.0,63.73471811287177,0.4405684754521963,0,0.0,,0.0,315.6921222297885,2013
25,Yola North,Adamawa,Adamawa__Yola North,77.55434925381452,9.2508101085989,12.448496153448378,92.77470495754471,77.62845262845264,0.0,0.0,76,2.5278731273781965,0.6674065309378254,0.1666666666666666,300648.0,3876.610440196719,0.3152454780361757,0,0.0,,0.0,5803.47831161968,2013
26,Yola South,Adamawa,Adamawa__Yola South,940.2933035896904,9.207578,12.496256666666667,86.41119124990092,81.08108108108108,99.49214200000002,10.217198,79,2.6631338005616176,3.647847779501342,1.0,296643.0,315.47922214007826,0.6059431524547803,0,0.0,,0.0,670.6787356132576,2013
27,Mbo,Akwa Ibom,Akwa Ibom__Mbo,301.27323891788933,4.710534,8.273757,121.95121951219514,121.95121951219514,23.829897,2.906085,25,1.553258114220389,1.1638636321462454,0.0,160952.0,534.239285832708,0.5458656330749354,0,0.0,,0.0,613.2068971257246,2013
28,Lau,Taraba,Taraba__Lau,1577.3154708941315,9.141315,11.62035,166.66666666666669,166.66666666666669,18.09696,3.01616,64,4.4860337153471415,4.561717814218324,0.0,142665.0,90.44798116329108,0.4760981912144703,0,0.0,,0.0,340.11068382892387,2013
29,Ibarapa Central,Oyo,Oyo__Ibarapa Central,443.69821107293706,7.426606845170306,3.259202382935396,49.803210782756615,46.51162790697674,0.0,0.0,25,1.5457288420636095,1.662268375136967,0.7647058823529411,161736.0,364.5180349248988,0.6040051679586563,0,0.0,,0.0,439.8090526089469,2013
30,Abeokuta North,Ogun,Ogun__Abeokuta North,805.2877525673346,7.159687,3.3363745,58.29228243021346,58.29228243021346,70.876583,4.494298000000001,139,4.420866489832007,2.735392917618016,1.0,314418.0,390.441800459035,0.3882428940568475,0,0.0,,0.0,1290.435188401004,2013
31,Bonny,Rivers,Rivers__Bonny,244.4793715610897,4.398368,7.16063,0.0,0.0,49.89509999999999,0.0,21,0.6203034169856799,0.7793476241633371,1.0,338544.0,1384.7548684303035,0.603359173126615,0,0.0,,0.0,541.5275916356385,2013
32,Warri South-West,Delta,Delta__Warri South-West,1299.162486269353,5.445797,5.470353,71.42857142857143,71.42857142857143,21.981456,1.570104,14,0.7734977568565051,9.53195645396048,0.0,180996.0,139.3174463648071,0.9709302325581396,0,0.0,,0.0,72.8639837928939,2013
33,Warri South,Delta,Delta__Warri South,553.1116563747636,5.522333,5.764908,0.0,0.0,18.264489999999995,0.0,107,2.190558080497892,2.5621186905529574,1.0,488460.0,883.1128296978819,0.5962532299741602,0,0.0,,0.0,1367.1433865674685,2013
34,Akuku Toru,Rivers,Rivers__Akuku Toru,1433.7019326542113,4.731881,6.77287,103.44827586206895,103.44827586206895,28.008693000000008,2.897451,13,0.5198294959253366,3.4537039442267075,1.0,250082.0,174.43095688447835,0.8843669250645995,0,0.0,,0.0,78.669538410488,2013
35,Isokan,Osun,Osun__Isokan,271.71585843677,7.287697704065049,4.186865885203328,42.12601941289681,0.0,0.0,0.0,41,2.6091881606496243,1.7164128825136855,0.7962962962962963,157137.0,578.313687335135,0.4386304909560723,0,0.0,,0.0,1236.6744421644034,2013
36,Irewole,Osun,Osun__Irewole,292.3465346348512,7.370054,4.191196,0.0,0.0,21.588144,0.0,44,1.986366304004334,0.9540096243749292,1.0,221510.0,757.6966844388015,0.436046511627907,0,0.0,,0.0,1114.639794476388,2013
37,Essien Udim,Akwa Ibom,Akwa Ibom__Essien Udim,302.4775848564916,5.131645,7.562385,62.5,62.5,15.990048,0.999378,33,1.0775615761133983,3.322524136259254,0.0,306247.0,1012.461799922453,0.8423772609819122,0,0.0,,0.0,973.685717917318,2013
38,Onna,Akwa Ibom,Akwa Ibom__Onna,129.28639137426725,4.630903949302451,7.847301148347128,67.71956131197247,57.692307692307686,0.0,0.0,28,1.4335009164166574,0.4432328453935804,0.0263157894736842,195326.0,1510.800927489396,0.4528423772609819,0,0.0,,0.0,1457.5670655886863,2013
39,Udenu,Enugu,Enugu__Udenu,310.06316200528494,6.936139,7.556368,150.0,150.0,12.75374,1.913061,92,3.431222634134698,0.7284517295296385,1.0,268126.0,864.7463899482192,0.2093023255813954,0,0.0,,0.0,2234.08186807564,2013
40,Ogu Bolo,Rivers,Rivers__Ogu Bolo,186.56787374048892,4.53797,7.260129,0.0,0.0,6.938624,0.0,11,0.938198318066288,3.393593245256561,0.0,117246.0,628.4361699007522,0.8604651162790697,0,0.0,,0.0,449.6863335461479,2013
